user,churn,age,credit_score,housing,payment_type,is_referred,total_deposits,total_withdrawals,total_purchases,total_partner_purchases,credit_card_applications,waiting_for_loan,cancelled_loan,received_loan,rejected_loan,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,rewards_earned,reward_rate,age_group,credit_score_band,activity_score,activity_segment,rewards_segment,loan_status,platform_segment,risk_score,risk_segment,recommended_action
51439,1,24.0,466.0,na,Semi-Monthly,1,1,1,1,4,0,0,0,0,0,1,1,1,1,0,0,1.0,0.03,18-24,Under 500,6,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
51441,0,41.0,519.0,R,Bi-Weekly,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,36.0,1.2,35-44,500-599,6,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51450,1,24.0,417.0,R,Bi-Weekly,1,1,0,1,6,5,0,0,0,0,1,0,0,1,0,0,3.0,0.1,18-24,Under 500,13,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
51453,0,27.5,579.0,R,Weekly,0,0,0,0,2,2,0,0,0,0,1,1,1,0,1,0,0.0,0.0,25-34,500-599,4,Low Activity,No Rewards,No Loan Interaction,App + Web,50,Medium Risk,Introduce rewards education or welcome offer
51462,0,27.0,578.0,na,Monthly,1,0,0,0,10,5,0,0,0,0,1,1,1,0,1,0,7.0,0.23,25-34,500-599,15,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
51463,1,25.0,461.0,R,Bi-Weekly,0,2,1,2,17,6,0,0,0,0,1,1,1,1,0,0,5.0,0.1699999999999999,25-34,Under 500,27,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51464,1,36.0,534.0,na,Bi-Weekly,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,2,5.0,0.1699999999999999,35-44,500-599,2,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51473,1,45.0,574.0,R,Weekly,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,2.0,0.4,45-54,500-599,3,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51478,0,22.0,559.0,R,Monthly,0,27,2,27,38,25,0,0,0,0,1,1,1,0,1,2,35.0,1.17,18-24,500-599,117,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51479,0,21.0,499.0,na,Bi-Weekly,0,0,0,0,31,7,0,0,0,0,1,0,0,1,0,0,57.0,1.9,18-24,Under 500,38,Moderate Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
51485,0,33.0,602.0,R,Bi-Weekly,0,2,0,2,140,10,0,0,0,0,1,0,0,1,0,0,62.0,2.07,25-34,600-699,154,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
51486,1,32.0,346.0,R,Weekly,1,0,0,0,18,2,0,0,0,0,1,0,0,1,0,0,10.0,0.33,25-34,Under 500,20,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
51497,1,33.0,,na,Bi-Weekly,0,0,0,0,10,0,0,0,0,0,1,1,1,1,0,0,3.0,0.1,25-34,Missing,10,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51498,1,35.0,,na,Bi-Weekly,0,0,0,0,6,1,0,0,0,0,1,0,0,0,1,0,17.0,0.5700000000000001,35-44,Missing,7,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51499,1,28.0,,na,Monthly,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,0.0699999999999999,25-34,Missing,0,Very Low Activity,Low Rewards,No Loan Interaction,App Only,45,Medium Risk,Maintain engagement with lifecycle messaging
51508,0,23.0,506.0,O,na,1,17,2,17,52,9,0,0,0,0,1,1,1,1,1,2,18.0,0.95,18-24,500-599,95,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51509,1,27.0,515.0,R,na,0,0,0,0,18,1,0,1,0,0,1,0,0,0,1,0,20.0,0.67,25-34,500-599,19,Moderate Activity,Low Rewards,Cancelled Loan,App Only,35,Medium Risk,Loan journey follow-up and clearer next steps
51511,0,44.0,,na,Weekly,0,0,0,0,19,1,0,0,0,0,1,0,0,0,1,0,8.0,0.8,35-44,Missing,20,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51513,0,28.0,,na,Bi-Weekly,0,0,0,0,3,3,0,0,0,0,1,1,1,0,1,0,3.0,0.03,25-34,Missing,6,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51515,0,18.0,486.0,R,na,0,1,0,1,126,9,0,0,0,0,1,1,1,1,1,4,43.0,1.4300000000000002,18-24,Under 500,137,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51516,0,23.0,474.0,na,Bi-Weekly,1,0,0,0,42,3,0,0,0,0,1,0,0,0,1,0,18.0,0.6,18-24,Under 500,45,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
51519,1,23.0,,R,Bi-Weekly,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,0,48.0,1.6,18-24,Missing,2,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51522,1,22.0,,na,na,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,14.0,0.47,18-24,Missing,1,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51529,1,33.0,,na,Bi-Weekly,1,1,0,1,76,4,0,0,0,0,1,1,1,0,1,0,30.0,1.0,25-34,Missing,82,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51532,1,18.0,542.0,na,Weekly,0,0,0,0,15,6,0,0,0,0,1,0,0,0,1,0,8.0,0.27,18-24,500-599,21,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51533,1,20.0,527.0,na,Weekly,0,0,0,0,12,2,0,0,0,0,1,0,0,1,0,0,4.0,1.33,18-24,500-599,14,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51534,1,25.0,443.0,R,Semi-Monthly,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,22.0,0.73,25-34,Under 500,2,Very Low Activity,Low Rewards,No Loan Interaction,App Only,45,Medium Risk,Maintain engagement with lifecycle messaging
51535,0,27.0,586.0,na,Semi-Monthly,0,0,0,0,6,2,0,0,0,0,1,1,1,1,0,0,2.0,0.03,25-34,500-599,8,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51544,0,26.5,,na,Bi-Weekly,0,0,0,0,16,0,0,0,0,0,1,1,1,0,1,0,12.0,0.2,25-34,Missing,16,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51545,0,52.0,576.0,O,Bi-Weekly,0,2,0,2,30,2,0,0,0,0,1,0,0,1,0,0,19.0,0.63,45-54,500-599,36,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51547,0,28.0,,na,Bi-Weekly,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,2.0,0.67,25-34,Missing,2,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51549,0,22.5,541.0,R,Bi-Weekly,1,22,0,22,84,24,0,0,0,0,1,0,0,0,1,0,40.0,0.91,18-24,500-599,152,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
51551,0,36.0,554.0,R,Bi-Weekly,1,1,0,1,28,2,0,0,0,0,1,1,1,0,1,0,14.0,0.8199999999999998,35-44,500-599,32,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51552,0,25.0,628.0,na,na,0,0,0,0,31,4,0,0,0,0,1,1,1,0,1,2,19.0,0.63,25-34,600-699,35,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51563,0,33.0,,na,na,0,0,0,0,12,0,0,0,0,0,1,1,1,0,1,0,8.0,0.27,25-34,Missing,12,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51565,0,52.0,824.0,na,Monthly,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1.0,0.03,45-54,700+,2,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51567,0,31.0,531.0,R,na,0,0,0,0,8,3,0,0,0,0,1,1,1,1,0,0,4.0,0.13,25-34,500-599,11,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51570,1,28.0,450.0,na,Bi-Weekly,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,4.0,0.13,25-34,Under 500,1,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51579,0,38.0,548.0,na,Bi-Weekly,0,13,3,13,21,8,0,0,0,0,1,1,1,0,1,0,13.0,0.72,35-44,500-599,55,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51581,1,23.0,519.0,R,na,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0.0,0.0,18-24,500-599,2,Very Low Activity,No Rewards,No Loan Interaction,App + Web,65,High Risk,Activation campaign: prompt first deposit or purchase
51582,1,25.0,587.0,R,Bi-Weekly,1,0,0,0,0,7,0,0,0,0,1,1,1,0,1,0,49.0,1.63,25-34,500-599,7,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
51588,1,27.0,451.0,R,Weekly,1,17,1,16,19,5,0,0,0,0,1,0,0,0,1,0,19.0,0.63,25-34,Under 500,57,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
51592,0,26.0,562.0,R,Weekly,0,0,0,0,0,45,0,0,0,0,1,0,0,0,1,0,201.0,2.23,25-34,500-599,45,Moderate Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
51593,1,29.0,442.0,na,Bi-Weekly,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,0,2.0,0.0699999999999999,25-34,Under 500,2,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51596,1,27.0,,R,Weekly,0,2,1,2,11,4,0,0,0,0,1,1,1,1,0,0,7.0,0.23,25-34,Missing,19,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51602,0,26.0,513.0,R,Bi-Weekly,0,1,0,1,54,21,0,1,0,0,1,1,1,0,1,0,19.0,0.63,25-34,500-599,77,High Activity,Low Rewards,Cancelled Loan,App + Web,35,Medium Risk,Loan journey follow-up and clearer next steps
51603,0,37.0,578.0,O,Bi-Weekly,1,23,1,23,25,12,0,0,0,0,1,0,0,0,1,2,27.0,0.9,35-44,500-599,83,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
51608,1,40.0,709.0,R,Bi-Weekly,0,0,0,0,33,22,0,0,0,0,1,1,1,0,1,0,56.0,1.87,35-44,700+,55,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51611,0,47.0,,na,Bi-Weekly,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,2.0,0.22,45-54,Missing,4,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51613,1,19.0,601.0,na,Monthly,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4.0,0.13,18-24,600-699,0,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51616,1,20.0,,O,Weekly,1,0,0,0,0,17,0,0,0,0,1,0,0,0,1,0,37.0,1.23,18-24,Missing,17,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
51617,1,37.0,562.0,na,Bi-Weekly,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,25.0,0.83,35-44,500-599,2,Very Low Activity,Low Rewards,Cancelled Loan,App Only,70,High Risk,Activation campaign: prompt first deposit or purchase
51624,1,21.0,529.0,R,Weekly,0,4,1,4,28,13,0,0,0,0,1,1,1,0,1,2,18.0,0.6,18-24,500-599,49,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51627,1,34.0,537.0,R,Weekly,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,2,16.0,0.53,25-34,500-599,6,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51636,1,23.0,,R,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6.0,0.2,18-24,Missing,0,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51637,1,36.0,467.0,R,na,1,2,0,2,13,5,0,0,0,0,1,0,0,0,1,0,8.0,0.35,35-44,Under 500,22,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
51640,0,30.0,490.0,na,Weekly,0,0,0,0,5,3,0,0,0,0,1,0,0,0,1,0,2.0,0.0699999999999999,25-34,Under 500,8,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51641,0,23.0,516.0,R,na,1,8,0,8,20,18,0,0,0,0,1,1,1,1,0,0,6.0,0.6,18-24,500-599,54,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51642,0,44.0,501.0,na,Bi-Weekly,0,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,3.0,0.1,35-44,500-599,4,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51643,0,25.0,,na,na,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1.0,0.03,25-34,Missing,3,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51644,0,31.0,,na,Semi-Monthly,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,25-34,Missing,1,Very Low Activity,No Rewards,No Loan Interaction,App Only,65,High Risk,Activation campaign: prompt first deposit or purchase
51646,1,24.0,530.0,na,Monthly,0,0,0,0,23,4,0,0,0,0,1,1,1,0,1,2,13.0,0.43,18-24,500-599,27,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51647,1,41.0,,na,Bi-Weekly,0,0,0,0,9,0,0,0,0,0,1,1,1,0,1,0,6.0,0.2,35-44,Missing,9,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51649,1,22.0,509.0,na,Semi-Monthly,0,0,0,0,3,0,0,0,0,0,1,1,1,0,1,0,2.0,0.0699999999999999,18-24,500-599,3,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51650,0,28.0,558.0,R,Weekly,1,35,0,35,116,40,0,0,0,0,1,1,1,1,0,0,63.0,2.1,25-34,500-599,226,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
51651,1,24.0,554.0,R,Monthly,1,0,0,0,17,8,0,0,0,0,1,0,0,0,1,2,40.0,1.33,18-24,500-599,25,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
51654,1,27.0,646.0,R,Semi-Monthly,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,3,62.0,2.07,25-34,600-699,12,Low Activity,High Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
51662,0,19.0,,R,Bi-Weekly,1,0,0,0,50,10,0,0,0,0,1,1,1,0,1,0,31.0,1.03,18-24,Missing,60,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51666,0,22.0,438.0,R,Weekly,1,0,0,0,43,25,0,0,0,0,1,1,1,0,1,0,64.0,2.13,18-24,Under 500,68,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
51668,0,35.0,612.0,na,na,0,0,0,0,39,5,0,0,0,0,1,1,1,0,1,0,38.0,1.27,35-44,600-699,44,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51669,0,25.0,,na,Monthly,1,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,2.0,0.0699999999999999,25-34,Missing,2,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,45,Medium Risk,Maintain engagement with lifecycle messaging
51675,1,25.0,545.0,R,na,0,12,0,10,77,7,0,0,0,0,1,0,0,0,1,0,21.0,0.7,25-34,500-599,106,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
51677,1,23.0,689.0,na,Bi-Weekly,0,0,0,0,15,1,0,0,0,0,1,0,0,0,1,0,12.0,0.4,18-24,600-699,16,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51678,1,30.0,530.0,na,Semi-Monthly,0,0,0,0,13,0,0,0,0,0,1,1,1,0,1,2,5.0,0.1699999999999999,25-34,500-599,13,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51679,0,29.0,,na,Bi-Weekly,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,2,2.0,0.0699999999999999,25-34,Missing,4,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51687,0,29.0,576.0,na,Bi-Weekly,1,1,1,1,2,3,0,0,0,0,1,0,0,1,0,0,1.0,0.0699999999999999,25-34,500-599,7,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
51688,1,50.0,,R,Bi-Weekly,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,37.0,1.23,45-54,Missing,1,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51691,0,28.0,,na,Bi-Weekly,1,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,3.0,0.1,25-34,Missing,4,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
51695,0,28.0,591.0,R,na,1,3,0,3,186,21,0,0,0,0,1,1,1,0,1,0,35.0,1.17,25-34,500-599,213,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51703,0,32.0,559.0,na,Weekly,0,0,0,0,52,4,0,0,0,0,1,1,1,1,0,0,32.0,1.0699999999999998,25-34,500-599,56,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51705,1,29.0,575.0,O,Semi-Monthly,0,0,0,0,51,5,0,0,0,0,1,1,1,1,0,0,49.0,1.63,25-34,500-599,56,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51714,1,36.0,,na,Bi-Weekly,0,0,0,0,0,5,0,0,0,0,1,1,1,0,1,0,15.0,0.5,35-44,Missing,5,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51718,0,19.0,,na,Bi-Weekly,0,0,0,0,86,0,0,0,0,0,1,0,0,0,1,0,60.0,1.0,18-24,Missing,86,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
51719,1,33.0,508.0,na,Bi-Weekly,0,0,0,0,18,11,0,0,0,0,1,1,1,1,0,0,52.0,1.73,25-34,500-599,29,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51721,1,30.0,437.0,R,Bi-Weekly,1,2,0,2,62,16,0,0,0,0,1,1,1,1,0,0,19.0,0.63,25-34,Under 500,82,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51725,1,18.0,,na,Bi-Weekly,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,0.0,0.0,18-24,Missing,2,Very Low Activity,No Rewards,No Loan Interaction,App + Web,65,High Risk,Activation campaign: prompt first deposit or purchase
51728,1,23.0,,na,Bi-Weekly,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1.0,1.0,18-24,Missing,2,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51733,0,28.0,565.0,R,Bi-Weekly,1,1,1,1,22,22,0,0,0,0,1,1,1,0,1,2,15.0,0.5,25-34,500-599,46,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51734,1,37.0,525.0,na,Bi-Weekly,1,0,0,0,5,3,0,0,0,0,1,1,1,1,0,0,5.0,0.1699999999999999,35-44,500-599,8,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
51741,1,29.0,536.0,R,na,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,9.0,0.3,25-34,500-599,1,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51742,0,23.0,,na,Bi-Weekly,0,2,0,2,7,2,0,0,0,0,1,0,0,1,0,0,5.0,0.1699999999999999,18-24,Missing,13,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51743,0,58.0,688.0,R,Bi-Weekly,0,0,0,0,59,5,0,0,0,0,1,1,1,1,0,0,42.0,1.4,55+,600-699,64,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51746,1,38.0,,na,Monthly,0,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,1.0,0.0,35-44,Missing,3,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51747,1,21.0,,na,Bi-Weekly,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0699999999999999,18-24,Missing,4,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51752,1,23.0,507.0,R,Weekly,1,2,1,2,29,2,0,0,0,0,1,1,1,1,0,2,22.0,0.73,18-24,500-599,35,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51759,0,24.0,500.5,R,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,16.0,0.27,18-24,500-599,0,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51761,1,27.0,,na,Weekly,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,8.0,0.27,25-34,Missing,2,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51764,1,22.0,,na,Semi-Monthly,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,2,2.0,0.0699999999999999,18-24,Missing,2,Very Low Activity,Low Rewards,Received Loan,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51765,0,20.0,,R,na,0,2,0,2,5,0,0,0,0,0,1,0,0,0,1,0,2.0,0.67,18-24,Missing,9,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
51768,1,33.0,,na,Bi-Weekly,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,25-34,Missing,1,Very Low Activity,No Rewards,No Loan Interaction,App Only,65,High Risk,Activation campaign: prompt first deposit or purchase
51770,0,37.0,558.0,O,Weekly,0,0,0,0,0,11,0,0,0,0,1,0,0,0,1,0,64.0,2.13,35-44,500-599,11,Low Activity,High Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
51772,1,21.0,,na,Bi-Weekly,0,1,1,1,5,2,0,0,0,0,1,1,1,0,1,0,5.0,0.1699999999999999,18-24,Missing,9,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
51773,0,33.0,531.0,R,na,1,0,0,0,28,1,0,0,0,0,1,1,1,0,1,0,19.0,0.73,25-34,500-599,29,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
51774,0,26.0,588.0,R,Bi-Weekly,0,34,0,34,82,7,0,0,0,0,1,1,1,1,0,0,47.0,1.5699999999999998,25-34,500-599,157,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
51776,1,31.0,526.0,na,na,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,4.0,0.13,25-34,500-599,1,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
51777,0,23.0,641.0,R,Semi-Monthly,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,6.0,0.2,18-24,600-699,2,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51779,1,29.0,631.0,na,Bi-Weekly,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,33.0,1.1,25-34,600-699,2,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
51782,0,63.0,526.0,O,na,0,0,0,0,0,9,0,0,0,0,1,1,1,0,1,0,40.0,1.33,55+,500-599,9,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
